story_code,story_name,plot_summary_25_50_words,author_code,in_what_order_are_the_investigation_and_reveal_portions_provided,name_of_detective_number_1,detective_number_1_gender,detective_number_1_role,name_of_detective_number_2,detective_number_2_gender,detective_number_2_role,name_of_assistant_number_1,assistant_number_1_gender,assistant_number_1_role,name_of_assistant_number_2,assistant_number_2_gender,assistant_number_2_role,more_than_two_assistants_if_yes_enter_total_number,number_of_victims_of_gender_male,number_of_victims_of_gender_female,number_of_culprits_of_gender_male,number_of_culprits_of_gender_female,number_of_culprits_of_gender_non_binary,number_of_culprits_of_gender_unknown,are_one_or_more_culprits_introduced_into_the_story_only_during_the_reveal,the_main_culprit,who_initiates_the_detectives_investigation,what_is_the_role_of_the_police_force_in_solving_the_crime,the_storys_main_action_focuses_on_a,when_do_es_the_crime_s_mystery_being_investigated_occur,types_of_crimes_or_quasi_crimes_present_in_story,motives,means_murder_only,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_correctly_guess_the_solution_before_the_reveal,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_definitively_solve_the_crime_before_the_reveal,did_either_annotator_personally_correctly_guess_the_solution_to_the_crime_before_the_reveal,types_of_clues,what_is_the_essential_clue_in_the_story_if_present,of_what_type_is_the_essential_clue_if_present,what_is_the_most_salient_clue_in_the_story_if_clues_are_present,of_what_type_is_the_most_salient_clue_if_clues_are_present,describe_the_main_red_herring_if_present,of_what_type_is_the_main_red_herring_if_present,presence_of_planted_or_fabricated_evidence,types_of_evidence_made_available_in_the_story,is_the_crime_solved,does_the_detective_pointedly_and_independently_decide_not_to_alert_the_authorities_to_the_facts_of_the_crime_despite_the_fact_that_an_actionable_crime_has_been_committed,do_you_receive_a_satisfying_narrative_of_account_of_the_crime_s_in_all_their_relevant_details_and_a_summary_of_the_process_by_which_the_crime_s_are_solved,how_satisfying_is_this_story_as_a_piece_of_detective_fiction,would_you_recommend_this_story_to_a_friend,crime_trajectory,what_is_the_reveal_border_sentence,surname_s,given_name_s,sex,year_of_birth,country_of_birth,city_town_of_birth,date_of_death_yyyy_mm_dd,country_of_death,city_town_of_death,nationality_ies,viaf,story_url,date_of_first_publication_yyyy_mm_dd,format_of_first_publication_journal_or_book,name_of_journal_or_title_of_book,text_words,before_reveal_words,after_reveal_words,title_words,unique,year_published
MSH10,The Naval Treaty,"An important Naval document is seemingly stolen from the man in charge of copying it, leaving the man in a state of dismay for nine long weeks. Sherlock Holmes is responsible for figuring out just who stole it and how this theft could have happened?",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,0,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Theft, Assault",Greed,NA,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",The burglar breaking in only on the day when the nurse was absent,Testimonial clue,The relatives of Phelps being shown around the office,Testimonial clue,The description of the commissionaire's wife (her presence at the scene),Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,No,3,Yes,Qrime → same qrime,"Phelps raised the cover, and as he did so he uttered a scream, and sat there staring with a face as white as the plate upon which he looked.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/nava.html,1893-11-01,Journal,The Strand,12979,12979,1944,17,FALSE,1893
MSH11,The Final Problem,"Sherlock Holmes is almost killed on three separate occasions, and must face the person responsible in an elaborate adventure, involving a criminal mastermind, his trustworthy partner Watson, and an intense final standoff.",ACD,Reverse,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,0,1,0,0,0,No,Acts on behalf of a crime syndicate,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail, Forgery","Pride, Crime-for-crime's-sake",Unknown,No,No,No,"Illegible and never usable (illegible → never usable), Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The Letter calling for Watson's assistance,Physical clue,The attempted murders of Sherlock Holmes,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",No,No,No,1,Yes,Qrime → same qrime,"It may be remembered that after my marriage, and my subsequent start in private practice, the very intimate relations which had existed between Holmes and myself became to some extent modified.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/fina.html,1893-12-01,Journal,The Strand,7149,7149,6823,18,FALSE,1893
RSH01,The Adventure of the Empty House,"A man is killed with no apparent motive or suspect, but new information arises with the reappearance of Sherlock Holmes.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,0,1,0,0,0,No,Acts alone,Unclear/not specified,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail","Greed, Revenge",Firearm,No,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The wax figure of Holmes being shot,Physical clue,The type of bullet found at the crime scene,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,Qrime → different qrime,"We had all risen to our feet, our prisoner breathing hard, with a stalwart constable on each side of him.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,NA,NA,NA,NA,8689,8689,2460,33,FALSE,NA
ASH04,The Boscombe Valley Mystery,"Sherlock Holmes and John Watson arrive at Boscombe Valley to investigate the seemingly unambiguous murder of a father by his son. Though all circumstantial evidence points towards the son, deeper histories and resentments are at work.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,0,2,0,0,0,No,Acts alone,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Blackmail","Revenge, Love, Pride",Blunt force trauma,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Footprints with the limp,Physical clue,Longstanding relationship between Charles McCarthy and John Turner (esp. Australia connection),Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,Qrime → same qrime,"“Look here, Watson,” he said when the cloth was cleared “just sit down in this chair and let me preach to you for a little.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/bosc.html,1891-10-01,Journal,The Strand,9614,7096,2495,28,FALSE,1891
MSH07,The Crooked Man,"Colonel Barclay is found dead in a locked room, his wife insensible and the room key missing. Though the couple is supposedly the paragon of marital harmony, the servants report an argument right before the death, and accusations surrounding the name “David”.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,1,1,0,0,0,No,NA,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,Before the investigation,"Suspected murder, Fraud, Assault, Kidnapping","Revenge, Jealousy","Natural causes, Accident",No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)","The missing key, which signals a third party in the room.",Physical clue,Barclay's devotion to his wife and uneasiness at her absence.,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → no qrime,It was a just providence that killed him.,Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/croo.html,1893-07-01,Journal,The Strand,7126,7126,1585,16,FALSE,1893
MSH08,The Resident Patient,"A cataleptic Russian count and his son consult Dr. Percy Trevelyan’s practice, suddenly making the doctor’s live-in sponsor unaccountably nervous. What history could be behind this suspicious reaction?",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,0,3,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,During the investigation,"Murder, Theft, Fraud, Breaking and entering",Revenge,Asphyxiation,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)","There are multiple different types of cigar ends in the victim's room, indicating multiple people present at the time of his death.",Physical clue,The victim's overly frightened reaction to footsteps in his room.,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,No qrime → qrime,"This is no suicide, Mr. Lanner.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/resi.html,1893-08-01,Journal,The Strand,6607,6607,1377,21,FALSE,1893
MSH09,The Greek Interpreter,"At the Diogenes Club, a frequent haunt of Sherlock Holmes’ older brother Mycroft, a Greek interpreter regales Holmes and Watson with the story of an emaciated and bandaged man kept prisoner in a London house.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,1,2,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Fraud, Blackmail, Kidnapping, Assault","Greed, Revenge",Poison,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",The hidden questions and answers between the interpreter and the kidnapped man.,Testimonial clue,The hidden questions and answers between the interpreter and the kidnapped man.,Testimonial clue,NA,NA,NA,Testimonial evidence,Yes,No,Yes,2,No,Qrime → same qrime,They seize him and use violence towards him in order to make him sign some papers to make over the girl's fortune—of which he may be trustee—to them.,Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/gree.html,1893-09-01,Journal,The Strand,6996,6996,2231,22,FALSE,1893
MSH04,The “Gloria Scott”,"When a series of unexpected occurrences begin to unravel the health or Mr. Trevor and bring him closer to his demise, such as unexpected arrivals of previous acquaintances and vague letters arriving through the post, his son reaches out to Sherlock Holmes in hopes that certain questions can be answered.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,33,0,0,0,Yes,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Murder, Theft, Blackmail, Assault","Greed, Revenge, Pride","Knife/sword, Firearm, Natural causes, Other",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Letter from the father to his son explaining his past,Physical clue,Strange behaviour of father after his encounters with Hudson,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,No qrime → qrime,"“‘My dear, dear son, now that approaching disgrace begins to darken the closing years of my life, I can write with all truth and honesty that it is not the terror of the law, it is not the loss of my position in the county, nor is it my fall in the eyes of all who have known me, which cuts me to the heart; but it is the thought that you should come to blush for me—you who love me and who have seldom, I hope, had reason to do other than respect me.""",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/glor.html,1893-04-01,Journal,The Strand,7839,7839,3415,19,FALSE,1893
MSH06,The Reigate Puzzle,"While Watson has taken Holmes to the countryside in hope that he will relax and recover from his depression, a theft followed by a murder in the neighborhood piques his curiosity.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,0,2,0,0,0,No,Acts together with one or more equal partners,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Breaking and entering",Pride,Firearm,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",-	Finding the remaining parts of paper inside Cunningham’s pocket,Physical clue,Small piece of note found in William’s hand,Physical clue,The idea was put into our minds early on that perhaps William aided the burglars,Testimonial clue,Planted,"Testimonial evidence, Physical evidence",Yes,No,Yes,5,Yes,Qrime → different qrime,"The two Cunninghams were bending over the prostrate figure of Sherlock Holmes, the younger clutching his throat with both hands, while the elder seemed to be twisting one of his wrists. In an instant the three of us had torn them away from him, and Holmes staggered to his feet, very pale and evidently greatly exhausted.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/reig.html,1893-06-01,Journal,The Strand,7189,7189,2579,19,FALSE,1893
MSH05,The Musgrave Ritual,"After the sudden disappearance of the womanizing butler and the temperamentally excitable second house-maid of the Musgraves, Reginald Musgrave reached out to Detective Sherlock Holmes in the hopes of finding answers.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft","Greed, Revenge, Jealousy","Natural causes, Other",Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","The clues hidden in the Musgrave Ritual document, which lead to the finding of the cellar",Physical clue,Behaviour of Rachel Howells (The second house-maid),Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,No qrime → qrime,"“I was already firmly convinced, Watson, that there were not three separate mysteries here, but one only, and that if I could read the Musgrave Ritual aright I should hold in my hand the clue which would lead me to the truth concerning both the butler Brunton and the maid Howells.""",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/musg.html,1893-05-01,Journal,The Strand,7575,7575,3010,20,FALSE,1893
ASH03,A Case of Identity,Miss Sutherland asks Sherlock Holmes to find the man she was supposed to marry and who mysteriously disappeared on their wedding day after making her promise to never forget him. Holmes eventually discovers that the bridegroom was Miss Sutherland’s stepfather who had created this character to keep her stepdaughter from marrying to retain access to her money.,ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,0,1,1,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Quasi-crime,Before the investigation,"Suspected murder, Fraud",Greed,NA,Yes,Yes,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",the particularities of the typewriter,Physical clue,The fact that Mr.Hosmer Angel and Mr.Widibank were never at the same place at the same time.,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,No,Qrime → different qrime,"“I let you know, then, that I have caught him!”",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/iden.html,1891-09-01,Journal,The Strand,6971,5559,1404,19,FALSE,1891
RSH08,The Six Napoleons,"Sherlock Holmes investigates the mysterious busting of Napoleon busts (which is owned by an odd group of people). Not only is there burglary, but theft! Murder! The Mob!",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,5,0,2,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Mischief, Breaking and entering",Greed,Knife/sword,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Beppo was a skilled sculptor,Testimonial clue,Busting Napoleon busts,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,Qrime → same qrime,"“Gentlemen,” he cried, “let me introduce you to the famous black pearl of the Borgias.”",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/sixn.html,1904-05-01,Journal,The Strand,8320,8320,1117,18,FALSE,1904
RSH09,The Three Students,A university nightmare! Someone looked at the test answers for a Greek exam as part of a scholarship! The culprit is one of three students living with their professor.,ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,0,1,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Quasi-crime,Before the investigation,"Theft, Breaking and entering",Greed,NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",Cleats markings,Physical clue,Black clay balls,Physical clue,The demeanor of the Indian,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,Qrime → same qrime,"Perhaps it would be easier for you if I were to tell Mr. Soames what occurred, and you can check me where I am wrong.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/3stu.html,1904-06-01,Journal,The Strand,6503,6503,1240,19,FALSE,1904
RSH10,The Golden Pince-Nez,The professor's assistant is found dead. Pince-nez is found in his hand. Sherlock Holmes investigates this mysterious murder! Are there Russians involved?,ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,1,1,1,0,0,Yes,Acts on behalf of a crime syndicate,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Blackmail, Breaking and entering","Revenge, Ideology","Poison, Knife/sword",No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Scratches in the Chubb's lock,Physical clue,Golden pince-nez,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,Qrime → same qrime,"Meanwhile I will reconstruct what is past for your benefit, so that you may know the information which I still require.",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/gold.html,1904-07-01,Journal,The Strand,8918,8918,2443,21,FALSE,1904
RSH02,The Norwood Builder,"Jonas Oldacre, a wealthy builder, disappears in a fire at his estate. All evidence points towards John McFarlane, a young solicitor to whom Oldacre had recently named as the sole beneficiary of his will. The evidence is unambiguous—but perhaps too unambiguous.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,0,1,1,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Suspected murder, Fraud, Mischief","Greed, Revenge",NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","The addition of the suspect John McFarlane’s bloodied thumbprint at the scene of the crime, which had not been there during the initial survey of the crime scene.",Physical clue,The thumbprint; same as essential clue.,Physical clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,Qrime → different qrime,Only that there is an important witness whom you have not seen.,Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/norw.html,1903-11-01,Journal,The Strand,9214,9214,1975,20,FALSE,1903
RSH03,The Dancing Men,Country squire Hilton Cubitt requests the aid of Holmes in decoding a series of messages drawn in chalk around his estate. These sequences of hieroglyphic dancing men symbols may be connected to his wife Elsie Patrick’s mysterious past in America.,ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,1,1,1,0,0,0,Yes,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail, Assault, Mischief","Revenge, Jealousy, Self-defence",Firearm,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The messages of the dancing men and Holmes’ decryption of them.,Physical clue,Elsie Patrick’s anxious reaction to the appearance of the dancing men symbols.,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,No qrime → qrime,I think that I can help you to pass an hour in an interesting and profitable manner,Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/danc.html,1903-12-01,Journal,The Strand,9675,9675,3029,16,FALSE,1903
RSH04,The Solitary Cyclist,"Miss Violet Smith, a young music instructor and governess, cycles to and from her workplace on a weekly basis. Lately, she has been followed by a bearded cyclist, who has not made any attempt to approach her.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,1,3,0,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,During the investigation,"Fraud, Assault, Kidnapping, Murder","Greed, Jealousy, Love",Firearm,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",NA,NA,"The person following Violet Smith keeps his distance, not wanting her to see his face.",Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,No qrime → qrime,"Yes,” said our ally, “I am Bob Carruthers",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/soli.html,1903-12-26,Journal,Collier's Weekly,7824,7824,1961,21,FALSE,1903
RSH05,The Priory School,"Unforeseen circumstances lead to the disappearance of Lord Saltire, the son of the Duke of Holdernesse. His school principal seeks the assistance of Sherlock Holmes and Watson to solve the mystery of the child’s disappearance!",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,3,0,3,1,0,0,Yes,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Blackmail, Kidnapping","Greed, Jealousy, Pride",Blunt force trauma,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Holmes seeing the horse stable,Physical clue,Cow tracks,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,Yes,Qrime → different qrime,"“I accuse you,” said he. “And now, your Grace, I'll trouble you for that cheque.”",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/prio.html,1904-01-30,Journal,Collier's Weekly,11455,11455,2463,18,FALSE,1904
RSH06,Black Peter,"A hot-headed ship captain is found dead in a cottage away from his house, and the police inspector on the case seeks the assistance of Sherlock Holmes and Watson in order to determine who murdered the captain.",ACD,Standard,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,0,2,0,0,0,Yes,Acts alone,The police,Police are present and contribute significantly to solving the crime,Crime,Before the investigation,"Murder, Theft, Blackmail, Assault","Greed, Revenge, Self-defence",Blunt force trauma,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Only rum was drunk when Whisky & Brandy were available,Physical clue,The harpoon as a murder weapon,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,Qrime → same qrime,"You were so absorbed in young Neligan that you could not spare a thought to Patrick Cairns, the true murderer of Peter Carey.”",Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/blac.html,1904-02-27,Journal,Collier's Weekly,8098,8098,1367,12,FALSE,1904
RSH07,Charles Augustus Milverton,"With a professional blackmailer on the loose, Sherlock Holmes seeks to put a stop to the deviant’s man’s antics after being requested help from a well-known and recent debutante who now has her engagement on the line.",ACD,Reverse,Sherlock Holmes,Male,Independent amateur,NA,NA,NA,John Watson,Male,Independent amateur,NA,NA,NA,NA,2,2,3,1,0,0,Yes,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Fraud, Blackmail","Greed, Revenge, Pride",Firearm,Yes,Yes,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",Milverton not being alone and looking at his watch (i.e. meeting/ expecting someone),Physical clue,Blackmailing activity,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,Qrime → different qrime,Milverton will send the letters to the Earl unless a large sum of money is paid him.,Concan Doyle,Arthur,M,1859-05-22,Scotland,Edinburgh,1930-07-07,England,Crowborough,"British, Scottish",https://viaf.org/viaf/65283845/,https://sherlock-holm.es/stories/html/chas.html,1904-03-26,Journal,Collier's Weekly,6699,6699,5923,27,FALSE,1904
